Library,Commit,bug report,Date,PR/Issue,Violation,Root Cause,Impact,Action,condition,Fixing pattern,Fixing element,,,
pytorch,https://github.com/pytorch/pytorch/commit/4d07428edee863e7f5920f0672957a9711a9f0b5,Fix for out of bounds read in mobile interpreter FORMAT opcode handler. Summary: The FORMAT opcode for the mobile TorchScript interpreter contained an out of bounds read issue leading to memory corruption. This change adds an explicit check that the number of inputs passed to the format method called when handling the FORMAT opcode is a valid and within bounds of the stack.,2023-11-21 20:05:42,1,missing,out of bound access,crash,add,macro checker,others,input size,,,
pytorch,https://github.com/pytorch/pytorch/commit/b3ace213f240dc0f0f2a738f825f46e0d0dffca4,The error occurs because there is not check in `deserialize_source` that `text_table_` size can be less than `fnameIndex`. To prevent the error the corresponding check must be located.,2023-06-23 20:49:14,,missing,out of bound access,crash,add,macro checker,others,,,,
pytorch,https://github.com/pytorch/pytorch/commit/d8466964b348b6172317f70b8e52de02402bad54,Add range check to multi margin loss target ,2022-11-15 15:35:51,,missing,out of bound access,crash,add,if checker,axis parameter matches tensor dimension,,,,
pytorch,https://github.com/pytorch/pytorch/commit/c22ac14969a863a00b5ebb04a3453610c7a27713,The diff sets the upper boundary on border element when presenting the error message. This is required in order to avoid unnecessary log contamination,2021-06-02 15:28:54,,missing,out of bound access,crash,add,macro checker,tensor dimension is valid,upper boundary on border element,,,
pytorch,https://github.com/pytorch/pytorch/commit/43f810fa96a0d2c40387c8c84f710926d9ede3c1,Add streams boundary check to torch::cuda::scatter`. Summary: Accessing elements of `std::vector` outside of its boundaries can lead to crashes/memory corruptions,2021-03-02 13:58:10,,insufficient,out of bound access,crash,extend,if checker,tensor dimension is valid,cuda stream,,,
pytorch,https://github.com/pytorch/pytorch/commit/f548946363ae8d2875b345b58c71b057f628cd1e,"Fix out-of-boundary access in caffe2::StartsWith. `std::mismatch( InputIt1 first1, InputIt1 last1, InputIt2 first2 )` assumes that container for `first2` iterator contains at least `last1 - first` elements, which is not the case if `prefix` is longer than `str` Found while running unit tests on Windows",2020-04-15 23:40:59,,improper,out of bound access,crash,update,checker api,tensor dimension is valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/b7bb34d7625d95e5088638721dcc07c2bc5e2ade,[MPS] Add version check Use `instancesRespondToSelector:` to test the presence of `optimizationLevel` in `MPSGraphCompilationDescriptor`,2022-05-24 18:28:16,,missing,platform compability,version incompatibility,add,if checker,others,MPS,,,
pytorch,https://github.com/pytorch/pytorch/commit/b1f08e7426a56a323e6928365918093b65aa4fb6," Call uncheckedSetDevice in ~InlineDeviceGuard only when device index are different. Setting device could be expensive, especially when a debugger is present. We should check the device are different before we set.",2020-03-30 16:13:17,,missing,device availability,performance bug,add,if checker,device is available,,,,
pytorch,https://github.com/pytorch/pytorch/commit/53953316444485c8ee250022988ef87778ae1352,Stacks recorded when tensors are being freed during exit could try to acquire the GIL. Py_IsInitialized can be used to check if we are post Python exit and should not attempt to acquire the GIL.,2024-01-03 20:56:44,1,missing,others,performance bug,add,checker api,others,python initialization,,,
pytorch,https://github.com/pytorch/pytorch/commit/8269c4f3d30ad950a873d900f7de0880cdd38878,Added nullptr check for pthradpool_get_threads_count. We get seg fault without this in using XNNPACK.,2020-03-04 14:10:53,1,missing,null pointer dereference,segmentation fault,add,if checker,object is not null,object,,,
pytorch,https://github.com/pytorch/pytorch/commit/13121598efc7d86cb7ae6e05322bb95c1d0f16bc,Bug fix to update requantization and zp parameters of input. Also sneaking in change to check for realloc failure for packed activation buffer. In dynamic quantization input's quantization scale and zero point can be different on every iterations. Thus requantization scale needs to be recomputed. Earlier bug that calculated those only at op creation time results in wrong results on subsequent runs.,2021-02-25 11:44:30,,missing,null pointer dereference,crash,add,if checker,object is not null,,,,
pytorch,https://github.com/pytorch/pytorch/commit/e8e29690ef0306da25b5f191623476001d29a18b, Add has_debug_def() check to net's debug_def() ,2017-11-10 6:24:49,,missing,null pointer dereference,crash,add,macro checker,object is not null,,,,
pytorch,https://github.com/pytorch/pytorch/commit/eed22921237eb4c1f4399af177ce912147a885c3, check for null commonworld in DestroyCommonWorld. Summary: Check for nullptr before closing a common world.,2017-08-31 13:48:57,,missing,null pointer dereference,crash,add,if checker,object is not null,nullptr,,,
pytorch,https://github.com/pytorch/pytorch/commit/1f83d8eec25c7339bd3e2862baf9b389e6a738a4," [Static Runtime] Return nullptr if the number of input args doesn't match. Add checks for the number of input args and return nullptr if it doesn't match. This is intended to make Static Runtime more robust so that op schema change is less likely to break things. Imagine that a new arg is added to an op or a new overload is added that has this added arg, SR would simply ignore this added arg. If this arg has a default value, SR would run the model with the default value and give you wrong results, which can be hard to track down. ",2021-05-11 19:30:45,,missing,null pointer dereference,crash,add,if checker,object is not null,nullptr,,,
pytorch,https://github.com/pytorch/pytorch/commit/d471eaeb1d2fbc7efcde6408d7d1e513b969af25,fix inline_container.cc inplace loading,2023-09-05 20:02:42,1,missing,null pointer dereference,crash,add,if checker,object is not null,buffer,,,
pytorch,https://github.com/pytorch/pytorch/commit/a5ca445f7953711bc90c111c3cad2ec87f02e74a,"Check for corrupted ivalues. The error occurs because the `ivalues` field of flatbuffer module can be null, so the corresponding check must be inserted.",2023-06-30 18:53:49,,missing,null pointer dereference,crash,add,macro checker,object is not null,,,,
pytorch,https://github.com/pytorch/pytorch/commit/6cc0f1c20c2f87a6c7b0e4abd5419e5007920999,Checking for nullptr in get_model_bytecode_version . One-liner commit to check that the ptr is not null. Just had `test_jit` that had a segfault there.,2023-06-13 19:54:45,,missing,null pointer dereference,segmentation fault,add,macro checker,object is not null,,,,
pytorch,https://github.com/pytorch/pytorch/commit/61b9d8fccd3361f21e1f3548c2a9538b62cc7525,"It is apparently undefined behavior to do pointer arithmetic on nullptr. In the case of AppendOnlyList, `next_` will only be null if `end_` is also null and thus the `memcpy` path will only be triggered if `n == 0`. Nonetheless, it is U to `memcpy(0, 0, 0)`. The extra null check is in a `C10_LIKELY` block so the extra cost should be negligible, and indeed after dusting off the component microbenchmarks there's no observable difference.",2022-08-26 16:03:24,,improper,null pointer dereference,incorrect functionality,update,checker api,object is not null,,,,
pytorch,https://github.com/pytorch/pytorch/commit/4ddf27ba48ba3313a20d3316a8929cd42436ddbc, [op-bench] check device attribute in user inputs. Summary: The device attribute in the op benchmark can only include 'cpu' or 'cuda'. So adding a check in this diff.,2020-07-14 20:17:59,,missing,device availability,incorrect functionality,add,macro checker,device is available,,,,
pytorch,https://github.com/pytorch/pytorch/commit/f441bb1c2088e9ce6684765a75869a72817be39d,"check error status of CUDA launch after Magma kernels. I found that the stack-trace of a failed kernel launch was being recorded elsewhere, even with CUDA_LAUNCH_BLOCKING=1. So, I started debugging, and found that magma launches don't do error checking. I eventually found the issue to be that I didn't compile-in sm37 SASS into the magma binary and the failure was on `x.inverse()`, and that's somehow a problem for magma 2.5.1 (but not 2.5.0).",2019-11-08 12:43:51,,missing,device availability,incorrect functionality,add,macro checker,device is available,,,,
pytorch,https://github.com/pytorch/pytorch/commit/e24dee00d40d01bd83b7a08fbcf9cdd51a05b04b,add kernel launch checks after each kernel launch to silence the check ,2021-05-17 21:03:19,,missing,device availability,incorrect functionality,add,macro checker,device is available,cuda kernel,,,
pytorch,https://github.com/pytorch/pytorch/commit/c06dfd7c26102ac2436ca25609c92fa794e972ca,Check input device in TRTModule. Add a check to ensure all the inputs are on cuda device.,2021-08-25 13:25:34,,missing,device availability,incorrect functionality,add,assertion statement,device is available,,,,
pytorch,https://github.com/pytorch/pytorch/commit/d3de37609f2f052a7efb098ab69540458ebaaa6c,Support fused_dropout with XPU backend. ## Motivation Enable the fused dropout optimization on XPU devices. ## Solution Add XPU device in the fused dropout acceptable checking.,2021-06-29 17:20:17,,insufficient,device availability,incorrect functionality,extend,if checker,device is available,xpu,,,
pytorch,https://github.com/pytorch/pytorch/commit/7bf195f3608e0f28c30ffb6e2fecd74a1d4ee50a,fix kernel launch check in cross kernel,2021-06-23 14:47:50,,missing,device availability,incorrect functionality,add,macro checker,device is available,cuda,,,
pytorch,https://github.com/pytorch/pytorch/commit/15dbc566c57eedbd0245e786912e94586eba0fd2,Add missing cuda kernel launch check,2021-06-16 15:19:12,,missing,device availability,incorrect functionality,add,macro checker,device is available,device type,,,
pytorch,https://github.com/pytorch/pytorch/commit/232fbd90ff6d93362120d955befeeb297179ddad,"For aten.convolution CPU path, the bias always can be fused, so this PR adds a device check: if inputs' device is CPU, we will fuse it for a good performance.",2022-10-19 3:13:38,,missing,device availability,incorrect functionality,add,macro checker,device is available,device,,,
pytorch,https://github.com/pytorch/pytorch/commit/a8653f35de02c7fb038e3c184dda6e67a12a39e2,Perf win by check which device tensors are on,2023-10-04 22:42:57,1,missing,device availability,performance bug,add,macro checker,device is available,tensor device,,,
pytorch,https://github.com/pytorch/pytorch/commit/fd6c993eeaacda7ef6b83f59ad3474aed0d52eaf,Add missing CUDA error check,2023-10-02 13:34:31,1,missing,device availability,performance bug,add,macro checker,device is available,tensor device,,,
pytorch,https://github.com/pytorch/pytorch/commit/8b37821813b60a3ce2ae92e7a06057183578a450,"if we want to use dp on other device ranther than ""cuda"", this balance  check will raise error, so I make the balance check only effective for `cuda`",2023-06-20 17:01:57,,insufficient,device availability,others,extend,macro checker,device is available,,,,
pytorch,https://github.com/pytorch/pytorch/commit/c1e51fcbfc70c089276530ee64fb626e3f7f4f2b,Relax tolerance for cuda accuracy check,2023-11-29 23:43:46,1,missing,device availability,incorrect functionality,add,if checker,device is available,floating point,,,
pytorch,https://github.com/pytorch/pytorch/commit/59a3759d9787091e75d939de603981a6d32505c8,"When we need to link extra libs, we should notice that 64-bit CUDA may be installed in ""lib"", not in ""lib64"".",2023-05-15 18:47:41,,missing,device availability,others,add,if checker,device is available,,,,
pytorch,https://github.com/pytorch/pytorch/commit/e856a4d66bead8997a83f8714547c09fcbcdc263, Add an env var to skip cudnn version compatibility check. skip the check by setting `PYTORCH_SKIP_CUDNN_COMPATIBILITY_CHECK=1`,2022-11-17 15:10:52,,missing,device version,version incompatibility,add,if checker,device version is valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/cf256ee268c30d4ca965b38b45467cf7f738542f,Added tensor op check for cudnn rnns,2017-11-01 5:51:23,,missing,device version,version incompatibility,add,if checker,device version is valid,rnn cuda,,,
pytorch,https://github.com/pytorch/pytorch/commit/0fc110cdd19363f2eb5de68b6eeb82dadc933be0,"The bug in libcuda.so that required is fixed for libcuda.so versions >= 11.4.This PR changes replay() to sync after each launch only if the process's in-use libcuda.so is < 11.4. With all the ""enhanced"" and ""forward"" compatibility promises flying around, and the fact that ""driver"" sometimes means kernel-mode driver and sometimes means user-mode driver (libcuda.so), I wasn't sure if this PR's check suffices to trigger the sync iff the in-use libcuda.so is 11.4, but Cuda people say what I wrote is reasonable.",2021-07-08 16:26:07,,missing,device version,version incompatibility,add,if checker,device version is valid,device version,,,
pytorch,https://github.com/pytorch/pytorch/commit/ef44faece2cd4045f58cbbac6c74842b84ac6c45, check attribute existence in torch.legay.nn.SpatialFullConvolution in method type,2018-08-14 13:11:13,,insufficient,attribute existence,crash,extend,if checker,attribute exists,,,,
pytorch,https://github.com/pytorch/pytorch/commit/5c93ca258bab7bd74a8ec94d64647e48c8ad8797,check attribute existence in SpatialFullConvolution,2018-02-16 21:06:08,,insufficient,attribute existence,crash,extend,if checker,attribute exists,,,,
pytorch,https://github.com/pytorch/pytorch/commit/b31cf0ebd4ffc0e25801b4e40762266ad54721d6,Added support for nInputDim parameter in legacy Padding class. * Added support for nInputDim parameter in Padding class. * moved nInputDim to the end so as to not break backwards compatibilty. * hasattr to check if nInputDim is actually set. * check if nInputDim is positive before checking against input dim,2017-09-10 13:47:34,,missing,attribute existence,attribute error,add,if checker,attribute exists,,,,
pytorch,https://github.com/pytorch/pytorch/commit/c5fdcd85c7570b654eec45b6cba7cc75b0cf8f6b,"check pruned attributes before deleting. I copyed a pruned model after deleteing the derived tensors. In order to be able to reparameter the model, we should check the existence of the tensors here.",2020-07-23 18:56:48,,insufficient,attribute existence,attribute error,extend,if checker,attribute exists,tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/678c08bb55eef0c2e707a17d0cd6e50f5b9bd427,"_ProcessGroupWrapper check needs to be gated on Gloo availability, this fails when gloo is not avail_ProcessGroupWrapper check needs to be gated on Gloo availability, this fails when gloo is not avail.",2022-02-11 10:59:13,,missing,backend type,incorrect functionality,add,if checker,backend is available,gloo backend,,,
pytorch,https://github.com/pytorch/pytorch/commit/dd819138da4954eaf85ae095c860bdb094ae7321,add tensor vulkan check for at::cat ,2023-09-26 2:08:17,1,insufficient,backend type,incorrect functionality,extend,if checker,backend is available,vulkan tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/db1ac4e29b0f557711190c8d49d4afb5da1844e8,"Summary: We should explicitly check for the gloo backend instead of relying on the shard's device, because user might pass a GPU tensor as input and a process group gloo as the pg, and expect that should work.",2023-07-06 5:52:48,1,insufficient,backend type,incorrect functionality,extend,checker api,backend is available,gloo backend,,,
pytorch,https://github.com/pytorch/pytorch/commit/3ef4d697df5bfdbd27dfc7a79c0679da2b87e3af,"default backend need to check for nccl availability. As titled, we can only initialize nccl backend when NCCL is available",2023-05-30 15:22:37,1,missing,backend type,incorrect functionality,add,checker api,backend is available,nccl backend,,,
pytorch,https://github.com/pytorch/pytorch/commit/a24c11329a1bdfb00848b4af6dced5368622d637," Fix out-of-place allocations Summary: Also add int as a datatype and correctly check error codes on group start, end",2017-12-08 18:03:49,0,missing,backend type,incorrect functionality,add,checker api,backend is available,nccl backend,,,
pytorch,https://github.com/pytorch/pytorch/commit/6bf0e3b697ce688bc8325440dea3b51fea571c3d,"Check for BackendCompilerFailed on CI. random triton failure on CI, but we need to check against the BackendCompilerFailed exception type.",2023-01-03 17:38:29,2,insufficient,backend type,incorrect functionality,extend,checker api,backend is available,backend type,,,
pytorch,https://github.com/pytorch/pytorch/commit/9bb1371cc20a14907dbc47bc98e3ac5de866e34b,"Disable RDYNAMIC check with MSVC. Summary: When testing with clang-cl, the flag is added though it is unsupported and that generates a few warnings.",2021-08-18 14:51:23,,missing,platform compability,user confusion,add,if checker,others,msvc,,,
pytorch,https://github.com/pytorch/pytorch/commit/48e675ac7519666ed5e96d8d49c468dfc15a5d66,"fx quant: fix subtle bug in BinaryOpQuantizeHanlder logic in matching. When matching a pattern to `BinaryOpQuantizeHandler`, we need to make sure we check for dtype support on the base node, instead of the current node.  This is important in cases such as `add-relu` and `mul-relu`, when the current node is `relu`, but the base node is `add|mul`.",2021-04-16 21:19:22,1,missing,computation graph,incorrect functionality,add,checker api,nodes in computation graph,node type,,,
pytorch,https://github.com/pytorch/pytorch/commit/d01f8b291d437a37ec8809a18c1bb2ebfa825285,Fix visualize_overlap for Inductor comm reordering. The following assumptions are not always valid and need checking: 1. `snode.node` exists 2. `snode.node.layout.size` exists 3. `snode.node.layout.stride` exists 4. `snode.node.name` exists Also there is no guarantee that there won't be two collectives running at the same time. But it's hard to visualize the overlap in that case. So disable the visualization for that case for now.,2023-11-08 0:27:15,1,missing,computation graph,runtime error,add,checker api,nodes in computation graph,node attribute,,,
pytorch,https://github.com/pytorch/pytorch/commit/62732bdcdb8b6112e01366d4ad1c2a50e61da1ed,quick fix for invalid nodes. Summary: As title.Need to check whether node is valid before fusion,2023-09-13 21:40:49,1,insufficient,computation graph,incorrect functionality,extend,checker api,nodes in computation graph,computation graph,,,
pytorch,https://github.com/pytorch/pytorch/commit/aab55d6d0d7b958e32cfdbb69794e107cfceb6bc,"Remove all the dequant nodes when the ref module has multi input args. When converting a ref module into a quant module, `_lower_static_weighted_ref_module` pass assumes the `ref_node` only has 1 input node, and only remove the first `dequant` node. We add a check in this PR to ensure this is the case for `_lower_static_weighted_ref_module` pass.",2023-01-05 18:58:45,1,missing,computation graph,incorrect functionality,add,assertion statement,others,computation graph,,,
pytorch,https://github.com/pytorch/pytorch/commit/bae895cef0c12df5f64afa155ce5462e06f0e04a,Added check for kHIP in ATen/native/Copy.cpp,2020-05-15 4:40:48,,missing,device availability,incorrect functionality,add,macro checker,device is available,,,,
pytorch,https://github.com/pytorch/pytorch/commit/cf348bcdeecfe0b47a2245d95eaa8ef37fb7b53e,tighten hasCUDA check,2017-11-02 19:53:36,,missing,device availability,incorrect functionality,add,macro checker,device is available,cuda,,,
pytorch,https://github.com/pytorch/pytorch/commit/181b2481d338a24efc553378c837dcc48b656e3f,add error checking to grid sampler,2017-09-29 15:18:31,,missing,device availability,incorrect functionality,add,macro checker,device is available,cuda,,,
pytorch,https://github.com/pytorch/pytorch/commit/5054cb893485890c99af404cf81c0d5d8fef28ae,"fix torch.cat bug with boxed CPUFallback. The boxed fallback was written to assume that there was at least one tensor argument, which it used to figure out what device to move the cpu tensors to. That fails with an op like `torch.cat()`, which doesn't have any tensor arguments, but instead has a single `TensorList` argument. I also added handling to gracefully deal with the case where you have an empty list of tensors - in that case we don't know what device to move everything to, but that doesn't matter because an empty list of tensors implies that we have no tensors to move anyway.",2021-07-07 22:29:17,,missing,device availability,incorrect functionality,add,macro checker,device is available,tensor size,,,
pytorch,https://github.com/pytorch/pytorch/commit/027c0d7f8e37e583c02b372df5331d73793c06b1,"fixed compilations on xla tensor prin. This is done to avoid compilations during tensor printing. Torch performs some tensor operations like slicing to make the tensor readable. These operations result in compilations. Hence to avoid the compilations, copying the tensor to cpu before printing. Returning from this function would have resulted in 63 compiles, since PDB prints the value of the return output. In this case it is a xla tensor. Now with the current change, there is no compilation.",2022-01-26 21:28:19,,missing,device availability,incorrect functionality,add,if checker,device is available,device types,,,
pytorch,https://github.com/pytorch/pytorch/commit/ee91c328da5739ce03b3127cd7c542ce505212b8,Fix cuda/cpu check on NoneType ,2022-11-11 7:19:31,1,improper,edge cases,runtime error,update,if checker,tensor is not empty,none tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/cdab6c8df9ff9331126f69ea59c23f06109f03d7,Support specifying None for obs_or_fq_ctr in target_dtype_info. It is cleaner for quantizer to say what does not need observation instead of putting fp32 observers. This diff add support for that by checking if target_dtype_info contains none for specific observers and if so skip inserting observers for those.,2023-04-17 12:37:16,,missing,edge cases,numerical error,add,if checker,object is not empty,,,,
pytorch,https://github.com/pytorch/pytorch/commit/7f5737392d637a22d555a88a8546d8fc7ab31084,"fix for fsdp exec order pre fwd record. When the sharding_strategy is set to SHARD_GRAD_OP and forward_prefetch=True, during direct validation run, self.is_first_iter will always be True (because training=False, iter+1 is not executed). Additionally, the _pre_forward_order_index of the first handle entering the record_pre_forward function is 0. This causes the handle to have a False result in the if condition at line 166 when entering the record_pre_forward function again (the expected value should be True because _pre_forward_order_index has actually been assigned a value). As a result, the first handle is repetitively added to handles_pre_forward_order, leading to incorrect prefetching order.",2023-09-28 11:45:05,1,insufficient,edge cases,numerical error,extend,if checker,object is not empty,Control Variables,,,
pytorch,https://github.com/pytorch/pytorch/commit/87082bd025362a84fedcca02350963d21a950d12,Reduce single reader check time for inline_container,2023-11-09 17:02:28,1,missing,edge cases,performance bug,add,if checker,object is not empty,ReadAdapterInterface,,,
pytorch,https://github.com/pytorch/pytorch/commit/dcac4dd58edefb6951a60266e53d8767dc9be002,"Add int32_t range check in packed_accessor32 in PyTorch TensorBase.  Summary: As ajtulloch suggested, we can make tensor.packed_accessor32<...>() raise an exception if tensor.numel() > std::numeric_limits<uint32_t>::max(). Trade-off: run-time check overhead (one-time) when doing `packed_accessor32` accessor.",2022-10-02 23:29:08,,missing,edge cases,performance bug,add,macro checker,others,,,,
pytorch,https://github.com/pytorch/pytorch/commit/027e3b7910fade8950038fb5044a548319510600,check if source is None when using tensor out variants,2023-09-06 21:51:02,1,insufficient,edge cases,incorrect functionality,extend,if checker,others,tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/122587dcb41427f473b7833eaf254384919e06fc,Improve error checking for large model export. Summary: * Add error message when onnx model file path is not a string. * Add error message when model size exceed 2GB when large model export is not turned on.,2020-05-07 1:35:00,,missing,edge cases,incorrect functionality,add,macro checker,object is not empty,,,,
pytorch,https://github.com/pytorch/pytorch/commit/91066559a8c8e5978ed4de722317576b222267c5,truthy check for empty string in NameScope(). As in name. LATTE translation team moving some code from Python 2 to 3 uncovered a case where comparison between unicode and str types leads NameScope('') to prepend a separator to the beginning of blob names. This fixes it.,2018-01-20 0:34:09,,improper,edge cases,incorrect functionality,update,macro checker,object is not empty,,,,
pytorch,https://github.com/pytorch/pytorch/commit/e3542d2c12d8aaaccf8a53873e480c20dc6b7338,"avoid unnecessary call to empty_tensor_restride in empty(). Our empty benchmark makes this call unconditionally. If MemoryFormat::Contiguous is indeed a common case (or if workloads are likely to use a consistent-ish memory format), then I'd expect checking first to be a win.",2020-12-11 16:57:57,,missing,edge cases,crash,add,if checker,tensor is not empty,empty tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/45d5b3248b430aca70111316accd165954464589,"Fixed C++ BatchNorm pretty_print() with optional momentum. Summary : Inserted a check for the momentum and print  ""None"" in case is not defined.",2021-11-01 17:45:33,,missing,edge cases,crash,add,if checker,object is not empty,empty variable,,,
pytorch,https://github.com/pytorch/pytorch/commit/666ff0ae220e1a5c406b0bc5cd43283e1b18b38e,"Update _create_c10d_store to check port value. Port number is int in python, but needs to be uint16_t when called for TCPStore constructor.",2022-01-26 17:29:33,,missing,edge cases,numerical error,add,if checker,input argument is valid,integer range precision,,,
pytorch,https://github.com/pytorch/pytorch/commit/ba59d720cd5c5c81601b53d2c3397c46c1f87883,Change error message for torch.linspace(). Basically moves the error checking from the device-specific function to the native function.,2019-10-21 16:03:02,,missing,edge cases,incorrect functionality,add,if checker,input argument is valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/babb28d2a3a755424f72518bc360d9f511a24463,"Change DHCECK to CAFFE_ENFORCE in softmax_with_loss_op.cc. Summary: Based on discussion on the post in Caffe2 users. Changing DCHECK that works only in debug mode to CAFFE_ENFORCE that throws exception and is a better option. Update: Also correct the check for label_data >= 0, did not check for all elements previously. Moved it to inner loop.",2017-07-25 0:52:30,,improper,edge cases,segmentation fault,update,macro checker,tensor indexing is within range,tensor values,,,
pytorch,https://github.com/pytorch/pytorch/commit/bc371a2cd03ce573f3ad4f7be141364136028905,"Add additional checks when tracing back during maybe share output observer function. Summary: Currently in `maybe_make_input_output_share_observers`  we trace back from a node to find the activation_post_process of the input node, we have internal use case which would error out during tracing back, this PR is adding a guard during this process to return False early when the node doesn't have any input",2022-04-12 20:33:49,,missing,edge cases,others,add,if checker,input argument is valid,computation graph,,,
pytorch,https://github.com/pytorch/pytorch/commit/7ddf167ba5db277e02f983a6bde2bc3f5fbe1caa,Move the asserts in shape functions upsample_nearest_2d op. The assert check are moved to top and the function now returns out. This is needed by the downstream torch-mlir project to correctly determine the output type.,2022-09-30 14:30:06,,missing,edge cases,incorrect functionality,add,if checker,object is not empty,,,,
pytorch,https://github.com/pytorch/pytorch/commit/3aeaa21eb02953a9cbc62b3e61215572fc28453e,"Revert ""Remove parent device mesh check",2024-02-02 19:22:56,,missing,edge cases,incorrect functionality,add,if checker,object is not empty,,,,
pytorch,https://github.com/pytorch/pytorch/commit/23631eee5ae484d8397769492b3ea36f9eca282d,"Fix the check of current scope in optimizer. scope.CurrentDeviceScope() can return a None type, which was not considered.",2018-03-19 19:38:55,,insufficient,edge cases,incorrect functionality,extend,if checker,object is not empty,,,,
pytorch,https://github.com/pytorch/pytorch/commit/5fc122bf3973504e619cd677ad4a7fc1011642cd,tensor.numpy() checks that no positional arguments are passed. * tensor.numpy() checks that no arguments are passed.,2017-10-24 17:54:28,,missing,edge cases,incorrect functionality,add,macro checker,others,positional arguments,,,
pytorch,https://github.com/pytorch/pytorch/commit/647154f82ac2c57769f080c41452b3e5960ab94f,"Assert tensor isn't sparse in enforce_invariants. There's no reason we can't check this, but I'm punting on implementing it for now.  But it currently segfaults, so this is an improvement",2019-03-25 11:44:17,,missing,edge cases,segmentation fault,add,macro checker,tensor type is valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/a6a433aecd0da3ac3c8d49cb36091623f1b5ec9e,Add stack emptiness checks inside interpreter.cpp,2023-02-13 16:00:00,,missing,edge cases,crash,add,macro checker,object is not empty,stack,,,
pytorch,https://github.com/pytorch/pytorch/commit/2c9dd886afc656a8bfe5d8bbcb601ee5877cee21,Modify torch.movedim to handle scalar as no-op. Summary: `torch.movedim` directly handle the case of a scalar tensor (0-dim) in input as a no-op by returning a view of the input tensor (after all the usual checks for the other parameters),2021-12-14 12:55:59,,missing,edge cases,crash,add,if checker,tensor dimension is valid,tensor dimension,,,
pytorch,https://github.com/pytorch/pytorch/commit/52e76a305677dfaf26cd5d59bd1aa239375f833c,"fix ShardedTensor.gather when shard is empty. current ShardedTensor.gather is not working as expectation when the shard is empty on any rank The root cause is identified that when a sharded tensor has no placement on a specific rank, the metadata doesn't include that rank's placement which introduces KeyError in :```shard_offset = shard_placement[shard. Metadata][1]``` It's fixed by adding an empty tensor check.",2023-10-11 17:26:41,1,missing,edge cases,incorrect functionality,add,if checker,tensor is not empty,tensor element,,,
pytorch,https://github.com/pytorch/pytorch/commit/d23231fd8cd50e4eb657eb7c3cf102475634f9c6,"Fix upgrader codegen when constant list is 0. Summary: When the constant list is empty, previous codegen will generate something like ``` std::vector<c10::IValue>({ }), // constants list, ``` However it will fail quick-check, because it includes trailing spaces. This pr will generate the following instead. ``` std::vector<c10::IValue>(), // constants list,",2022-02-02 19:41:03,,missing,edge cases,incorrect functionality,add,if checker,object is not empty,variables,,,
pytorch,https://github.com/pytorch/pytorch/commit/4ee179c9528c8c6aae17a01f2b0d7e8235219219,"Fix ConstantVariable init method if NumPy is missing. By adding `np is not None` check before `isinstance(value, np.number)`",2023-09-15 20:07:19,1,insufficient,others,incorrect functionality,extend,if checker,object is not empty,numpy,,,
pytorch,https://github.com/pytorch/pytorch/commit/ba766ef39a4fff2d8856e17747393d469e409775,Fix BN size check in eval mode,2017-10-04 16:03:20,1,missing,edge cases,incorrect functionality,add,if checker,object is not empty,input data,,,
pytorch,https://github.com/pytorch/pytorch/commit/b287cb816c1ac52165920a121c98643c08d31ff7, inductor: make the vec_transpose's tiling stride doesn't depend on out_idx and tiling_idex. ,2023-06-15 23:56:39,,insufficient,invalid return types,incorrect functionality,extend,checker api,return value is valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/999bae0f54108ffc5b7cf2524a02a83901554b16,Add padding check for use_nnpack. nnp_convolution_output doesn't support the case of input padding > = kernel_size.,2023-05-30 1:07:59,,insufficient,invalid return types,incorrect functionality,extend,if checker,return value is valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/ce3413549f5cc312f48c4e2a2f60c41674e26257,check cloned observer in RNN Executor. Summary: Ensure the clone() function didn't return a nullptr before attaching to an RNN operator,2017-11-16 16:30:53,,missing,invalid return types,crash,add,macro checker,return value is valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/66b04e3cb707d30c4698b269c83cb6221848f17a,"nullptr profiling name. Sometimes profiling name can be a nullptr, which throws on conversion to std::string. This adds a check.",2023-12-14 18:40:54,1,missing,null pointer dereference,crash,add,if checker,object is not null,profiling_name,,,
pytorch,https://github.com/pytorch/pytorch/commit/14c47fb211bc929ae4e505e7e13411faa2339f00, fix invalid-null-argument UBSAN error in math_cpu.cc. Add an if statement to check if the destination buffer is not nullptr.,2018-03-06 3:33:11,,missing,null pointer dereference,crash,add,if checker,object is not null,,,,
pytorch,https://github.com/pytorch/pytorch/commit/eb8659fe81f3d4b061674bf149a6805cd292db8d,pass inference accuracy check for detectron2_fcos_r_50_fpn. We need a higher tolerance to pass the inference accuracy check for detectron2_fcos_r_50_fpn .,2023-08-31 16:21:20,1,missing,edge cases,inconsistent results,add,if checker,others,floating point,,,
